filename,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_delta_0_mean,mfcc_delta_0_std,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta_12_mean,mfcc_delta_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,zcr_std,rms_mean,rms_std,rms_max,pitch_mean,pitch_std,pitch_range,voiced_ratio,duration,silence_ratio,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,transcription,word_count,sentence_count,avg_words_per_sentence,error_count,error_rate,noun_ratio,verb_ratio,adj_ratio,type_token_ratio,avg_word_length,grammar_score
audio_173,-307.10772705078125,152.9237060546875,51.28656768798828,66.61863708496094,-9.605988502502441,37.111629486083984,33.25576400756836,35.86647033691406,-8.226532936096191,23.671737670898438,-2.076883316040039,16.91815948486328,-12.044647216796875,16.698123931884766,-4.433990001678467,15.817366600036621,-6.893742084503174,15.719841003417969,-8.579351425170898,14.914533615112305,-1.241989016532898,13.220247268676758,-8.94685173034668,11.360355377197266,-1.0437166690826416,11.27585220336914,-0.0015740764793008566,24.148405075073242,0.00037100064218975604,12.4817533493042,0.0032406605314463377,7.114923000335693,0.0018939342116937041,5.588486671447754,-0.00011903358245035633,4.287888526916504,0.0003087134682573378,3.04308819770813,0.0013263511937111616,3.0390689373016357,0.0017848263960331678,2.8542120456695557,0.002927625784650445,2.701396942138672,0.0034778472036123276,2.615413188934326,0.00202904362231493,2.4045426845550537,-8.065149449976161e-05,1.9067842960357666,-0.0017999089322984219,1.8650059700012207,2272.970592338328,1040.9079245126343,1656.7200911601492,4047.232760915868,0.1967009035543131,0.13348371237704604,0.043729644268751144,0.041978683322668076,0.2350325882434845,172.8712962177571,40.07420749546544,252.2938008736407,0.5186368477103301,60.0746875,0.36910785619174435,0.007233749609440565,0.016693944111466408,-0.08745117485523224,-0.06376868486404419,0.10447224229574203,-0.09131942689418793,0.04078018292784691,-0.03410361334681511,0.12214001268148422,-0.26151224970817566,-0.031889867037534714,-0.028362613171339035,0.04989177733659744,0.04835697263479233,-0.023326324298977852,-0.015429484657943249,-0.5562264919281006,0.2879464030265808,0.02598482184112072,0.13263769447803497,-0.17929454147815704,0.018600769340991974,0.3584487736225128,0.004198458045721054,0.10531850904226303,0.04356468468904495,-0.6041986346244812,0.03623995557427406,-0.032034073024988174,-0.2448190599679947,0.23880404233932495,-0.012261159718036652,-0.05701026692986488,-0.10205814987421036,-0.2414400577545166,0.10173296183347702,-0.06172158941626549,-0.1157274916768074,-0.12473290413618088,0.11214473098516464,-0.09052497148513794,-0.2548949122428894,-0.21050187945365906,0.2889476418495178,-0.2936747372150421,-0.02961071953177452,-0.031600117683410645,-0.03770230710506439,-0.009332112967967987,0.013767451047897339,"My favorite place to visit would be Japan because well I'm really interested in their culture. I'm really into all Japanese stuff like anime, their history, etc. So that's why that would be my favorite place to visit. In the food that I would like to try, I would like to try the yoshas, I would like to try the cakes that they sell that have different flavors mainly for fruits. And the season that I would like to go is during the cherry seasons when all the trees have like those pink leaves. So I think that's really good.",104,6,17.333333333333332,2,0.019230769230769232,0.15384615384615385,0.1346153846153846,0.0673076923076923,0.52,4.009615384615385,3.0
audio_138,-317.6484375,98.77449798583984,91.1659164428711,56.61134719848633,16.125768661499023,37.87624740600586,19.259607315063477,31.09334945678711,-37.781982421875,29.736175537109375,-13.638312339782715,21.159414291381836,-15.857376098632812,19.161529541015625,-23.20111083984375,17.59881591796875,-6.700498104095459,12.763227462768555,-6.253815174102783,10.453275680541992,-10.103120803833008,11.022671699523926,-5.194411754608154,10.789220809936523,-6.773636341094971,11.62450885772705,0.14708133041858673,14.152355194091797,0.07713005691766739,9.048186302185059,-0.010369958356022835,6.992115020751953,0.026895055547356606,5.8399128913879395,-0.03227599337697029,4.490004062652588,-0.02099214680492878,4.022912979125977,-0.009094685316085815,2.771131992340088,-0.015684539452195168,2.658155679702759,-0.010838066227734089,2.3850128650665283,0.005054101347923279,1.9023685455322266,0.002192369196563959,1.8293743133544922,-0.007392972242087126,2.0264511108398438,0.007671501021832228,1.7266665697097778,1367.6820653239126,876.6872716730508,1284.2149306351994,2503.1075279552715,0.11863206369808307,0.09393027306876263,0.1004795953631401,0.0750996544957161,0.38755205273628235,361.35676665337985,95.7554953778508,806.1585123470854,0.8008519701810437,60.0746875,0.2788282290279627,-0.025753483176231384,0.00014916948566678911,-0.10168326646089554,-0.05605625733733177,0.10986721515655518,-0.09110619127750397,0.057317499071359634,-0.03358723968267441,0.10428175330162048,-0.22848302125930786,-0.03836405277252197,0.018877845257520676,0.03908200189471245,0.034494541585445404,-0.10817267000675201,-0.028910541906952858,-0.49714210629463196,0.28768041729927063,0.02638874761760235,0.11858907341957092,-0.20876364409923553,0.026301342993974686,0.18631868064403534,0.011251174844801426,0.1204732358455658,0.027085432782769203,-0.42270198464393616,0.03560127690434456,-0.005135924089699984,-0.18934863805770874,0.13866612315177917,-0.008901582099497318,-0.05266306549310684,-0.06397590041160583,-0.17955636978149414,0.08484867215156555,-0.0721878856420517,-0.15860991179943085,-0.10182435065507889,0.07649459689855576,-0.08193628489971161,-0.17302913963794708,-0.11926744133234024,0.1799517571926117,-0.21865405142307281,-0.008427278138697147,-0.04093214496970177,-0.03929796814918518,-0.024780811741948128,0.01831979863345623,"I loved reading and my hobbies as reading. Emma discovered her love for reading at an engage. When the pages of a one-note fairy tale book transported her to a world of magic and adventure. Now with the bustling carrier and fast pace in life, reading has become her sanctuary, her way of unwinding after a long day. This reading was very inspiring to me so that I started reading by inspiring her and her collection has grown significantly over the years filling her bookshelves with the rich tasspery of gems ranging from mystery and science fiction to historical fiction and contemporary literature. On weekends, I used to reading sessions extended to leisure afternoons in the nearby park or a quiet cave where the background home of nature or the soft murmurs of people adds a comforting soundtrack to her literacy adventures. Though reading, he is not only a not only exposed to the depth of her book, but he is also a very important person in the world of magic.",172,7,24.571428571428573,2,0.011627906976744186,0.26744186046511625,0.11627906976744186,0.06976744186046512,0.622093023255814,4.563953488372093,3.0
audio_127,-328.5688171386719,145.94244384765625,73.36849975585938,41.838294982910156,12.660143852233887,33.387943267822266,35.3156852722168,28.18543243408203,10.993047714233398,18.442718505859375,0.6539208292961121,15.705452919006348,-5.072692394256592,15.755538940429688,-11.060134887695312,15.165568351745605,-6.161673545837402,14.508362770080566,-9.62922477722168,16.042320251464844,5.1012983322143555,12.932353973388672,-16.074647903442383,15.059184074401855,-1.753246545791626,8.959940910339355,0.006183433346450329,19.240427017211914,0.004137457814067602,6.910175323486328,0.0004339258885011077,6.2370285987854,0.0007307846681214869,4.517271995544434,0.003637741319835186,3.371868371963501,0.000947076827287674,2.5454530715942383,-0.0028804081957787275,2.728891134262085,-0.0031207636930048466,2.418964147567749,6.472493259934708e-05,2.710510730743408,0.001334545318968594,2.385481595993042,-0.00019044490181840956,2.3279244899749756,-0.00018166327208746225,2.380190134048462,0.0013905302621424198,1.5623661279678345,1595.6299648040324,825.226394779421,1762.7149841071273,3404.6151158146963,0.08803856537872737,0.07878598923614319,0.06392046809196472,0.06350068002939224,0.3611627519130707,203.75271569073328,40.93488312605521,331.14381222361567,0.6815761448349308,60.0746875,0.4178428761651132,0.004692901391535997,-0.007627495564520359,-0.0481647364795208,-0.06724483519792557,0.050270650535821915,-0.07507430762052536,0.07217716425657272,-0.02961917780339718,0.08921172469854355,-0.22150467336177826,-0.03379544988274574,-0.001996272476390004,0.03981664776802063,0.06036355718970299,-0.11090068519115448,0.03929466754198074,-0.6161409020423889,0.28514426946640015,0.024488871917128563,0.13867276906967163,-0.18703976273536682,0.0322720929980278,0.20950214564800262,-0.001649524667300284,0.14219900965690613,0.05866977572441101,-0.6350761651992798,0.031219732016324997,-0.06896165013313293,-0.23460321128368378,0.253982275724411,-0.011885421350598335,-0.03057146444916725,-0.07824189960956573,-0.22076696157455444,0.06609272956848145,0.038327183574438095,-0.16050443053245544,-0.11232001334428787,0.08427169919013977,-0.05246749147772789,-0.2681998312473297,-0.14072772860527039,0.32370588183403015,-0.30457401275634766,0.09544501453638077,-0.036419469863176346,-0.005346951074898243,-0.011521488428115845,0.0162168201059103,"My favorite place to visit is Tirumala, it is near Chittor district. There is a very favorite temple. In the temple, Lord Venkateswara is there. There is a famous foodie, Dosa. I love that dosa very much. When I travel to that place with my friends, there is a very re-enjoy with my friends. I visit so many places in Tirumala.",62,7,8.857142857142858,5,0.08064516129032258,0.1774193548387097,0.12903225806451613,0.06451612903225806,0.5483870967741935,4.112903225806452,2.0
audio_95,-277.5486145019531,115.23876953125,95.50304412841797,50.61579132080078,11.522208213806152,34.13460159301758,14.24185848236084,28.270004272460938,-4.412309169769287,21.705081939697266,-10.898307800292969,22.07815170288086,-8.92409610748291,16.811580657958984,-8.752933502197266,15.594144821166992,-9.984618186950684,14.41416072845459,-14.749800682067871,14.808680534362793,-2.512483596801758,11.510920524597168,-3.9004452228546143,11.456524848937988,-6.01163911819458,10.10471248626709,-0.04062416031956673,15.314850807189941,-0.011208946816623211,9.844042778015137,0.007816383615136147,6.5116143226623535,0.007487125229090452,5.395878314971924,-0.005047318991273642,4.028483867645264,0.00729480292648077,3.6524572372436523,0.004246542230248451,2.6287052631378174,0.005000755190849304,2.60785174369812,-0.003104465315118432,2.3159327507019043,-0.008023994974792004,2.381627321243286,-0.007975038141012192,2.071692943572998,-0.0030268391128629446,2.105614423751831,0.0012703622924163938,1.7827491760253906,1658.9439924024482,1049.8610433955046,1621.8352456801556,3158.4298455804046,0.13197633785942492,0.12394698947022736,0.08135761320590973,0.07893706113100052,0.3527549207210541,374.7362596542109,219.95644274995118,1919.8022688808053,0.5548455804046858,60.0746875,0.34913448735019975,-0.011709751561284065,0.012019217945635319,-0.06263330578804016,-0.04149499908089638,0.08010856807231903,-0.08438349515199661,0.058267831802368164,-0.030936669558286667,0.038383904844522476,-0.2779484689235687,-0.03384880721569061,-0.038911525160074234,0.03994429484009743,0.06123122200369835,-0.12870992720127106,0.010626752860844135,-0.5346243381500244,0.28510230779647827,0.02203443832695484,0.13723048567771912,-0.1783435344696045,0.058053143322467804,0.22735901176929474,0.007311074994504452,0.1302710771560669,0.043389856815338135,-0.5372833013534546,0.04049293324351311,0.02146832086145878,-0.19864752888679504,0.20770904421806335,-0.011355176568031311,-0.05717124417424202,-0.07154128700494766,-0.20757704973220825,0.059733983129262924,-0.0031304957810789347,-0.19782118499279022,-0.12167685478925705,0.07787037640810013,-0.08203001320362091,-0.19311115145683289,-0.15985962748527527,0.21206645667552948,-0.23916476964950562,0.02206147462129593,-0.04254074767231941,-0.007793417666107416,-0.0026187363546341658,0.016075672581791878,"I am going to tell about my hobby and my hobby generally a hobby is considered as a regular activity that is done for enjoyment during leisure time. Hobby include themed items and objects engaging in creative and artistic pursuits, playing sports or doing any creative things or participating in any of the activities. I generally interested in reading books or developing fashions, making it diverse and different from others. Hobbies tend to follow trends in society and also the advancing production and technology of this generation.",87,4,21.75,0,0.0,0.2413793103448276,0.19540229885057472,0.08045977011494253,0.6896551724137931,5.114942528735632,2.0
audio_73,-270.3653869628906,71.54508209228516,69.15396881103516,51.63280487060547,-5.326089859008789,31.941783905029297,23.8591251373291,22.006296157836914,9.373153686523438,14.444183349609375,5.157182216644287,13.193540573120117,0.23860131204128265,14.625968933105469,7.077316761016846,11.950091361999512,-8.531208038330078,10.746249198913574,-1.9454972743988037,10.236705780029297,-3.203683853149414,8.13078498840332,-1.6213215589523315,8.376827239990234,-3.7528939247131348,7.427830696105957,0.014320299960672855,10.041486740112305,0.014395327307283878,10.070853233337402,-0.010990003123879433,5.3943095207214355,0.0106118805706501,4.3420867919921875,-0.003705337643623352,2.630168914794922,-0.0036356726195663214,2.451603651046753,0.004401317331939936,2.733607769012451,0.0003015548281837255,2.3477296829223633,0.0006708829896524549,1.802679181098938,0.0011544902808964252,1.8640371561050415,0.0006350677576847374,1.5131293535232544,-0.000686447718180716,1.513247013092041,-0.0036763856187462807,1.320228934288025,2155.2531792683535,1204.0892459994677,1671.5747692595544,3837.5266240681576,0.18461113260449946,0.14378058647554962,0.04502956569194794,0.056655313819646835,0.37675875425338745,150.33444546558192,16.527948020534737,194.6903720487161,0.5063897763578274,60.0746875,0.4255659121171771,0.007376513443887234,0.006872483063489199,-0.05485418811440468,-0.055297039449214935,0.0005428254953585565,-0.10609423369169235,0.07058404386043549,-0.024668972939252853,0.06071952357888222,-0.27438148856163025,-0.0197884663939476,-0.05313093960285187,0.05166441947221756,0.06199943646788597,-0.030233854427933693,-0.018671294674277306,-0.5128693580627441,0.28214937448501587,0.019688792526721954,0.15569011867046356,-0.1808408498764038,0.05388990789651871,0.1644487977027893,0.006217649206519127,0.16298417747020721,0.024124374613165855,-0.5306136608123779,0.05054713785648346,0.03684436157345772,-0.17027631402015686,0.17225806415081024,-0.011536512523889542,-0.012765717692673206,-0.06300076842308044,-0.17295856773853302,0.07322759181261063,-0.03238065913319588,-0.20128606259822845,-0.13382938504219055,0.06282544136047363,-0.09805116802453995,-0.23878121376037598,-0.11786767840385437,0.19545212388038635,-0.21637991070747375,-0.01238849014043808,-0.04342377930879593,-0.016668718308210373,0.013724355958402157,0.00784146785736084,"This is the top one so my best day of my life basically right now. I will say it's the day my daughter was born and my wife and I basically had to pay with that. My best day of my life is the day my daughter was born and it was amazing sight to bring someone to the school and someone that I have to take care of and to watch her grow and it's a very much honor for me. And you know what I think about that day is just keeping her informed. Yeah, basically that's the best day of my life.",108,5,21.6,2,0.018518518518518517,0.14814814814814814,0.12037037037037036,0.06481481481481481,0.4857142857142857,3.5,3.5
audio_34,-320.52001953125,135.64476013183594,66.31458282470703,67.9256362915039,16.950679779052734,36.52125930786133,34.91432571411133,35.66539001464844,6.688826084136963,23.785505294799805,-15.278192520141602,23.043962478637695,-14.713438034057617,19.960704803466797,-8.951872825622559,14.855270385742188,-2.401954174041748,16.423736572265625,-7.978860855102539,13.435556411743164,-7.904467582702637,12.769025802612305,-3.513267755508423,11.828351020812988,-1.188181757926941,9.730255126953125,0.0298638716340065,21.812143325805664,0.048622164875268936,13.114690780639648,0.016682874411344528,6.943436622619629,0.02943807654082775,6.728328227996826,0.015908438712358475,4.6377973556518555,0.003343928372487426,4.351536273956299,-0.006821629125624895,3.693049192428589,-0.007939805276691914,2.7260687351226807,-0.010464755818247795,3.142380714416504,-0.0007044128724373877,2.4862611293792725,0.0029347464442253113,2.298372268676758,-0.014050021767616272,2.2983219623565674,-0.006294745486229658,1.8935774564743042,2074.9461435763255,1209.7788192082244,1757.015197059217,3889.5101171459,0.1821281262480032,0.14029102572113272,0.03930741921067238,0.038464922457933426,0.24298374354839325,108.63424656292368,9.24846976844735,65.8219393195344,0.3035143769968051,60.0746875,0.38029294274300934,0.011508895084261894,0.0009266011184081435,-0.09995819628238678,-0.07544910162687302,0.10099364817142487,-0.09569656848907471,0.08467847108840942,-0.03847002610564232,0.14637510478496552,-0.22897695004940033,-0.03457886353135109,0.035506341606378555,0.04985954239964485,0.044584255665540695,-0.008916004560887814,-0.014315814711153507,-0.5225740075111389,0.2661221921443939,0.025876594707369804,0.13309982419013977,-0.2033296525478363,0.01955452375113964,0.2519628703594208,0.00977066159248352,0.1337505728006363,0.0012826331658288836,-0.5554569363594055,0.02479892410337925,-0.033523790538311005,-0.18887107074260712,0.15912333130836487,-0.010339328087866306,-0.04336170479655266,-0.08998965471982956,-0.18369024991989136,0.13239316642284393,-0.035930994898080826,-0.11972291767597198,-0.10419728606939316,0.09778809547424316,-0.09438994526863098,-0.19048714637756348,-0.13652895390987396,0.1869409680366516,-0.32516342401504517,-0.0221405029296875,-0.03581030294299126,-0.02542617730796337,-0.001372352708131075,0.010812311433255672,My goal in life has always been to be the best business consultant and this was fuelled when I was young growing up. There's this one time I went to the bank and I saw one banker who was seated there and he was an amazing guy the way he dressed. It was so amazing you know and I loved how he looked and I said one time I want to be you know an accountant and I've worked very hard for me to come this far. A lot of challenges especially financial for me to attain my education has been very hard because I come from a poor background and poor family but obviously my children motivates me each and every day to wake up and do more and be the best version of myself and by doing so I've become the best accountant.,148,6,24.666666666666668,6,0.04054054054054054,0.13513513513513514,0.14864864864864866,0.07432432432432433,0.5379310344827586,3.8175675675675675,4.0
audio_120_2,-195.027099609375,71.86648559570312,39.860923767089844,42.307090759277344,-2.080138683319092,23.682077407836914,7.720157623291016,21.285844802856445,-5.79828405380249,15.798386573791504,-4.911858558654785,14.15392780303955,-10.727313995361328,12.655488967895508,-5.781250476837158,10.286771774291992,-6.264742851257324,11.291102409362793,0.47446703910827637,8.909253120422363,-9.774240493774414,8.55449104309082,-4.143918991088867,8.492112159729004,-4.2112717628479,6.121259689331055,0.03399889916181564,12.77368450164795,0.021401096135377884,7.966669082641602,0.0029807635582983494,4.666036128997803,0.0058500333689153194,4.095040321350098,0.026463039219379425,3.0496468544006348,0.010679125785827637,2.7655036449432373,0.005261040758341551,2.3393726348876953,0.006443140562623739,1.9405916929244995,-0.003582157427445054,2.1721160411834717,-0.006783514749258757,1.7422820329666138,-0.004903187043964863,1.597124457359314,-0.00826534628868103,1.5208584070205688,0.005379498936235905,1.1268844604492188,2775.8569775907426,1006.1157199775632,2034.1314413630942,5166.5520759403835,0.2786058651969482,0.16567482583166634,0.0498051755130291,0.04689357429742813,0.2464732825756073,138.79908697793502,27.96463906611537,185.85172332322006,0.4854506742370476,45.06,0.34043308484203055,-0.020146610215306282,-0.004592233803123236,-0.07709245383739471,-0.05636695399880409,0.0804586261510849,-0.08338917791843414,0.06447064131498337,-0.02762550115585327,0.13417312502861023,-0.1906140297651291,-0.029944049194455147,-0.002361102495342493,0.022175265476107597,0.03911711648106575,-0.036617353558540344,0.03208395466208458,-0.6857624053955078,0.2555842995643616,0.0317830964922905,0.15570981800556183,-0.1977902054786682,0.02763523906469345,0.36523693799972534,-0.007990420795977116,0.12382157891988754,0.07139123231172562,-0.7999863028526306,0.010824502445757389,-0.004602762870490551,-0.2671106457710266,0.20422200858592987,-0.010516379959881306,-0.05788711458444595,-0.10602501779794693,-0.19933390617370605,0.117499940097332,-0.040290623903274536,-0.07954002916812897,-0.10546280443668365,0.133147731423378,-0.04626629501581192,-0.25987207889556885,-0.16251488029956818,0.2788928747177124,-0.3406897187232971,0.055892493575811386,-0.035485900938510895,0.04047916457056999,-0.04949664697051048,0.019638333469629288,"I want to ride the train. However, the file is very long. There are several elders ahead of me. And then when the train comes, I step in the train slowly and let the elders move ahead of me and have to locate their seat in a proper place. I allow the elders to sit down and I find myself standing in the train while the train is moving slowly going to the north side of the train.",78,5,15.6,1,0.01282051282051282,0.1794871794871795,0.19230769230769232,0.038461538461538464,0.5384615384615384,3.7948717948717947,3.0
audio_224,-338.11614990234375,153.33676147460938,59.955841064453125,61.794132232666016,8.750489234924316,38.454341888427734,10.181026458740234,34.049560546875,-10.947561264038086,21.32234001159668,-8.876054763793945,19.31651496887207,-12.14610481262207,17.303926467895508,-5.762134552001953,14.255674362182617,-14.933362007141113,17.560199737548828,-4.065903663635254,11.976734161376953,-9.42149829864502,10.847265243530273,-8.959729194641113,11.232895851135254,-5.529292106628418,10.743683815002441,0.16939076781272888,22.591045379638672,0.041462793946266174,10.25318717956543,0.047743406146764755,6.700924396514893,0.017423100769519806,6.009975433349609,-0.00943110603839159,3.8637871742248535,0.0037471558898687363,3.345515727996826,-0.0038119996897876263,3.2463173866271973,-0.017170218750834465,2.4955811500549316,-0.00690459506586194,3.03737473487854,-0.0009101480827666819,2.1683008670806885,-0.00039027573075145483,1.9359331130981445,-0.012179972603917122,1.930625319480896,-0.0013578166253864765,1.8624075651168823,2206.272331463976,1091.9382828012199,1816.863179024735,4165.3978634185305,0.20809283271765175,0.13198414704571834,0.04144076257944107,0.051719456911087036,0.313271701335907,359.2798020867875,242.86604831615864,1354.9127062082537,0.31735889243876464,60.08,0.44009584664536744,-0.015118241310119629,0.0058696032501757145,-0.09106148779392242,-0.05559376999735832,0.060585878789424896,-0.09098208695650101,0.057777609676122665,-0.033767759799957275,0.11725021153688431,-0.26417863368988037,-0.02239161916077137,-0.014347062446177006,0.04546239972114563,0.05903903394937515,-0.06984299421310425,-0.021280689164996147,-0.6103126406669617,0.2856464385986328,0.029168948531150818,0.1512112021446228,-0.21334098279476166,0.022359676659107208,0.2679455876350403,-0.0174710713326931,0.213790163397789,0.04911817982792854,-0.5719947218894958,0.059357594698667526,-0.027778232470154762,-0.21102087199687958,0.2126912623643875,-0.011914188973605633,-0.03538219630718231,-0.08307459205389023,-0.16562925279140472,0.11428279429674149,-0.04826835170388222,-0.1459481567144394,-0.12118005752563477,0.08544338494539261,-0.05963297188282013,-0.19244198501110077,-0.24454833567142487,0.23797474801540375,-0.31722313165664673,-0.03863934054970741,-0.03860616683959961,0.004185535479336977,0.005613230634480715,0.007048899307847023,"Can you describe the journey of travel experience getting this in the world? I tried to go to a province in Lithuania where I tried to do a vacation. At first I'm hesitant if I will go to a land travel or I should go on an airplane travel. The experience was great, the destination was beautiful. All the experiences were great because I saw new people, new destinations and things that were great.",75,5,15.0,2,0.02666666666666667,0.21333333333333335,0.12,0.09333333333333334,0.6081081081081081,4.24,2.0
audio_342,-297.6747741699219,81.00723266601562,124.52111053466797,39.065528869628906,-31.50275421142578,32.650455474853516,15.727897644042969,23.771028518676758,-4.306124687194824,14.10848617553711,-32.95125198364258,23.25179100036621,-12.254194259643555,12.46833324432373,-14.274469375610352,11.955242156982422,-7.376837730407715,10.911846160888672,-9.325562477111816,8.533239364624023,-11.813156127929688,7.903170108795166,-4.164154052734375,8.34748363494873,-11.623638153076172,7.5346550941467285,0.011182148940861225,13.24647045135498,0.00612570671364665,6.678851127624512,-0.00716656818985939,5.240873336791992,-0.008097292855381966,3.8898987770080566,-0.005016586277633905,2.5303845405578613,-0.002634405856952071,3.350355863571167,0.005000600591301918,2.0865302085876465,0.011805577203631401,1.8823466300964355,0.009103626012802124,1.7635060548782349,0.0039743161760270596,1.4467408657073975,0.004050007089972496,1.3972877264022827,0.005050132516771555,1.4715837240219116,0.002839684719219804,1.3262261152267456,1019.7122917202914,280.0285734138893,828.4254326132107,1922.571044546851,0.09036690848214286,0.03759537768401799,0.055766161531209946,0.06294556707143784,0.390699177980423,343.94447239687565,67.83640490862051,665.704061910096,0.6751152073732719,41.642625,0.39262389550518634,-0.020881563425064087,0.005300895776599646,-0.08739862591028214,-0.05698550492525101,0.0737600103020668,-0.09632233530282974,0.05008436366915703,-0.0341121070086956,0.08741019666194916,-0.2702540159225464,-0.03280848637223244,0.0323740690946579,0.04331645742058754,0.061033133417367935,-0.05467391014099121,0.027412941679358482,-0.5397354960441589,0.28685396909713745,0.023319169878959656,0.09298423677682877,-0.19657093286514282,0.052889395505189896,0.2257990539073944,0.002293793950229883,0.22599318623542786,0.0332653671503067,-0.49995630979537964,0.04516901448369026,-0.002120506251230836,-0.2066478729248047,0.24964730441570282,-0.010815603658556938,-0.032664328813552856,-0.08393259346485138,-0.20826415717601776,0.06161928549408913,-0.07089290767908096,-0.18299812078475952,-0.11535027623176575,0.08250816911458969,-0.07808244973421097,-0.2136497050523758,-0.16712750494480133,0.25334808230400085,-0.2160475254058838,0.031005602329969406,-0.04558763653039932,-0.04761803522706032,-0.0004375051357783377,0.013460814021527767,"Here's a summary from Bradley.ion. The marketplace is a very busy place where the... A marketplace is very busy place where the people go to buy articles of their needs. It is a center of an attraction both buyers and sellers. A market a way to crowd these cart, horses, donkeys and camels. They come to load it with the process of ensues such as cotton, green, oil sheets, etc. vegetables, etc.",73,6,12.166666666666666,0,0.0,0.3287671232876712,0.0684931506849315,0.0547945205479452,0.6901408450704225,4.232876712328767,2.0
audio_228,-338.7205810546875,93.45853424072266,85.5914306640625,51.30324172973633,7.349457740783691,30.887136459350586,9.21876049041748,24.53710174560547,-3.4247686862945557,20.29277229309082,-11.988636016845703,18.57173728942871,-17.26367950439453,17.123849868774414,-10.949566841125488,13.292019844055176,-14.205839157104492,13.300304412841797,-13.099122047424316,12.057032585144043,-1.3154183626174927,11.229082107543945,-5.416073799133301,9.007485389709473,-7.7491774559021,8.359553337097168,0.05476080998778343,13.240347862243652,0.04050452634692192,9.520379066467285,-0.002187142614275217,6.3607497215271,-0.000961983110755682,4.263637542724609,0.009746948257088661,3.2403268814086914,0.003439998021349311,3.090808391571045,-0.0024947295896708965,2.5211915969848633,0.005578316748142242,2.231158971786499,0.002382162492722273,2.057161808013916,-0.003166887676343322,1.8940808773040771,-0.0010977763449773192,1.965462565422058,0.003774298820644617,1.5549216270446777,-7.799366721883416e-05,1.5252782106399536,1447.2590265234574,846.1821094160923,1347.314516605047,2635.397211846318,0.12277954492395944,0.09242992697975586,0.06704303622245789,0.08402862399816513,0.4020066261291504,306.59147607845716,86.87535115377062,520.4461129418922,0.49626467449306294,59.96,0.5514941302027748,0.014955400489270687,0.02315744012594223,-0.08415141701698303,-0.06535346060991287,0.01006709411740303,-0.07977459579706192,0.12683600187301636,-0.026213865727186203,0.0661841630935669,-0.20427662134170532,-0.07777665555477142,-0.08319374918937683,0.0451008602976799,0.06537332385778427,-0.10085505992174149,-0.03818485885858536,-0.8491390943527222,0.2748413383960724,0.024155689403414726,0.20062145590782166,-0.18350517749786377,0.02832551673054695,0.24978624284267426,-0.027814267203211784,0.21600070595741272,0.09989119321107864,-0.9033206105232239,0.026293586939573288,-0.024258745834231377,-0.35635948181152344,0.29189056158065796,-0.011592556722462177,-0.08940763771533966,-0.09974537789821625,-0.2691963016986847,0.13291428983211517,0.010418959893286228,-0.11688720434904099,-0.12431585788726807,0.07160979509353638,-0.003547285683453083,-0.301584392786026,-0.16397643089294434,0.26229172945022583,-0.37883517146110535,0.19146600365638733,-0.040252916514873505,0.05318332463502884,-0.004206559155136347,0.02304256707429886,"An airport is a bass lighting hob filled with travelers, wheeling suitcases, the sounds of announcement and the aroma of coffee. Bright shop lined the corncourses while large window overlooked planes taking off and landing. Antispation as people embark on their journeys is in Russia.",45,3,15.0,2,0.044444444444444446,0.37777777777777777,0.15555555555555556,0.044444444444444446,0.8888888888888888,5.222222222222222,2.0
